"Source","Target","Weight"
"ALBANO_5503","ETG_17548","1"
"ALBANO_5503","METRO DO PORTO_Campanhã","1"
"ALBANO_5503","METRO DO PORTO_Póvoa de Varzim","1"
"ALBANO_5503","METRO DO PORTO_Sete Bicas","1"
"ALBANO_5503","STCP_C24A4","1"
"ALBANO_5503","STCP_SHRM4","1"
"CAIMA_7039","METRO DO PORTO_Câmara de Gaia","1"
"CAIMA_7039","METRO DO PORTO_Vila do Conde","1"
"CAIMA_7039","STCP_ALUM1","1"
"CAIMA_7039","STCP_ALUM2","1"
"CAIMA_7039","STCP_CART1","1"
"CAIMA_7039","STCP_CART2","1"
"CAIMA_7039","STCP_CAVE4","1"
"CAIMA_7039","STCP_CERR2","1"
"CAIMA_7039","STCP_CMS1","1"
"CAIMA_7039","STCP_COB3","1"
"CAIMA_7039","STCP_FTS1","1"
"CAIMA_7039","STCP_GENT4","1"
"CAIMA_7039","STCP_LV2","1"
"CAIMA_7039","STCP_LVP","1"
"CAIMA_7039","STCP_MJP1","1"
"CAIMA_7039","STCP_PCID2","1"
"CAIMA_7039","STCP_PDR","1"
"CAIMA_7039","STCP_PLNT2","1"
"CAIMA_7039","STCP_RCH1","1"
"CAIMA_7039","STCP_RCH2","1"
"CAIMA_7039","STCP_RMOT2","1"
"CP_Aguda","CP_Granja","1"
"CP_Aguda","CP_Miramar","1"
"CP_Aguda","METRO DO PORTO_Póvoa de Varzim","1"
"CP_Aguda","STCP_AGM1","1"
"CP_Aguda","STCP_AGM2","1"
"CP_Aguda","STCP_ALPR1","1"
"CP_Aguda","STCP_APRD3","1"
"CP_Aguda","STCP_BCM1","1"
"CP_Aguda","STCP_BRV2","1"
"CP_Aguda","STCP_BS1","1"
"CP_Aguda","STCP_BS6","1"
"CP_Aguda","STCP_BS8","1"
"CP_Aguda","STCP_BS9","1"
"CP_Aguda","STCP_BVBR2","1"
"CP_Aguda","STCP_BVCM3","1"
"CP_Aguda","STCP_CAVE4","1"
"CP_Aguda","STCP_CCB1","1"
"CP_Aguda","STCP_CHAS3","1"
"CP_Aguda","STCP_CMS1","1"
"CP_Aguda","STCP_COB6","1"
"CP_Aguda","STCP_DISP1","1"
"CP_Aguda","STCP_FCA","1"
"CP_Aguda","STCP_FTM1","1"
"CP_Aguda","STCP_FTM5","1"
"CP_Aguda","STCP_FTS2","1"
"CP_Aguda","STCP_GENT","1"
"CP_Aguda","STCP_GENT2","1"
"CP_Aguda","STCP_GENT3","1"
"CP_Aguda","STCP_GGT3","1"
"CP_Aguda","STCP_ICDF1","1"
"CP_Aguda","STCP_INFH2","1"
"CP_Aguda","STCP_JP1","1"
"CP_Aguda","STCP_LGEQ1","1"
"CP_Aguda","STCP_LGM2","1"
"CP_Aguda","STCP_LV4","1"
"CP_Aguda","STCP_MAKR3","1"
"CP_Aguda","STCP_MAKR4","1"
"CP_Aguda","STCP_MAKR6","1"
"CP_Aguda","STCP_MPL1","1"
"CP_Aguda","STCP_MPL3","1"
"CP_Aguda","STCP_MPL7","1"
"CP_Aguda","STCP_NSHP","1"
"CP_Aguda","STCP_PINM1","1"
"CP_Aguda","STCP_PLU2","1"
"CP_Aguda","STCP_PLU3","1"
"CP_Aguda","STCP_PRMR2","1"
"CP_Aguda","STCP_PT2","1"
"CP_Aguda","STCP_RBR1","1"
"CP_Aguda","STCP_RBSS2","1"
"CP_Aguda","STCP_RFL2","1"
"CP_Aguda","STCP_RMT1","1"
"CP_Aguda","STCP_RMT2","1"
"CP_Aguda","STCP_SJB1","1"
"CP_Aguda","STCP_SO1","1"
"CP_Aguda","STCP_SO2","1"
"CP_Aguda","STCP_SO3","1"
"CP_Aguda","STCP_SO4","1"
"CP_Aguda","STCP_VAL","1"
"CP_Aguda","STCP_VIS1","1"
"CP_Granja","CP_Miramar","1"
"CP_Granja","METRO DO PORTO_Póvoa de Varzim","1"
"CP_Granja","STCP_AGM1","1"
"CP_Granja","STCP_AGM2","1"
"CP_Granja","STCP_ALPR1","1"
"CP_Granja","STCP_APRD3","1"
"CP_Granja","STCP_BCM1","1"
"CP_Granja","STCP_BRV2","1"
"CP_Granja","STCP_BS1","1"
"CP_Granja","STCP_BS6","1"
"CP_Granja","STCP_BS8","1"
"CP_Granja","STCP_BS9","1"
"CP_Granja","STCP_BVBR2","1"
"CP_Granja","STCP_BVCM3","1"
"CP_Granja","STCP_CAVE4","1"
"CP_Granja","STCP_CCB1","1"
"CP_Granja","STCP_CHAS3","1"
"CP_Granja","STCP_CMS1","1"
"CP_Granja","STCP_COB6","1"
"CP_Granja","STCP_DISP1","1"
"CP_Granja","STCP_FCA","1"
"CP_Granja","STCP_FTM1","1"
"CP_Granja","STCP_FTM5","1"
"CP_Granja","STCP_FTS2","1"
"CP_Granja","STCP_GENT","1"
"CP_Granja","STCP_GENT2","1"
"CP_Granja","STCP_GENT3","1"
"CP_Granja","STCP_GGT3","1"
"CP_Granja","STCP_ICDF1","1"
"CP_Granja","STCP_INFH2","1"
"CP_Granja","STCP_JP1","1"
"CP_Granja","STCP_LGEQ1","1"
"CP_Granja","STCP_LGM2","1"
"CP_Granja","STCP_LV4","1"
"CP_Granja","STCP_MAKR3","1"
"CP_Granja","STCP_MAKR4","1"
"CP_Granja","STCP_MAKR6","1"
"CP_Granja","STCP_MPL1","1"
"CP_Granja","STCP_MPL3","1"
"CP_Granja","STCP_MPL7","1"
"CP_Granja","STCP_NSHP","1"
"CP_Granja","STCP_PINM1","1"
"CP_Granja","STCP_PLU2","1"
"CP_Granja","STCP_PLU3","1"
"CP_Granja","STCP_PRMR2","1"
"CP_Granja","STCP_PT2","1"
"CP_Granja","STCP_RBR1","1"
"CP_Granja","STCP_RBSS2","1"
"CP_Granja","STCP_RFL2","1"
"CP_Granja","STCP_RMT1","1"
"CP_Granja","STCP_RMT2","1"
"CP_Granja","STCP_SJB1","1"
"CP_Granja","STCP_SO1","1"
"CP_Granja","STCP_SO2","1"
"CP_Granja","STCP_SO3","1"
"CP_Granja","STCP_SO4","1"
"CP_Granja","STCP_VAL","1"
"CP_Granja","STCP_VIS1","1"
"CP_Miramar","METRO DO PORTO_Póvoa de Varzim","1"
"CP_Miramar","STCP_AGM1","1"
"CP_Miramar","STCP_AGM2","1"
"CP_Miramar","STCP_ALPR1","1"
"CP_Miramar","STCP_APRD3","1"
"CP_Miramar","STCP_BCM1","1"
"CP_Miramar","STCP_BRV2","1"
"CP_Miramar","STCP_BS1","1"
"CP_Miramar","STCP_BS6","1"
"CP_Miramar","STCP_BS8","1"
"CP_Miramar","STCP_BS9","1"
"CP_Miramar","STCP_BVBR2","1"
"CP_Miramar","STCP_BVCM3","1"
"CP_Miramar","STCP_CAVE4","1"
"CP_Miramar","STCP_CCB1","1"
"CP_Miramar","STCP_CHAS3","1"
"CP_Miramar","STCP_CMS1","1"
"CP_Miramar","STCP_COB6","1"
"CP_Miramar","STCP_DISP1","1"
"CP_Miramar","STCP_FCA","1"
"CP_Miramar","STCP_FTM1","1"
"CP_Miramar","STCP_FTM5","1"
"CP_Miramar","STCP_FTS2","1"
"CP_Miramar","STCP_GENT","1"
"CP_Miramar","STCP_GENT2","1"
"CP_Miramar","STCP_GENT3","1"
"CP_Miramar","STCP_GGT3","1"
"CP_Miramar","STCP_ICDF1","1"
"CP_Miramar","STCP_INFH2","1"
"CP_Miramar","STCP_JP1","1"
"CP_Miramar","STCP_LGEQ1","1"
"CP_Miramar","STCP_LGM2","1"
"CP_Miramar","STCP_LV4","1"
"CP_Miramar","STCP_MAKR3","1"
"CP_Miramar","STCP_MAKR4","1"
"CP_Miramar","STCP_MAKR6","1"
"CP_Miramar","STCP_MPL1","1"
"CP_Miramar","STCP_MPL3","1"
"CP_Miramar","STCP_MPL7","1"
"CP_Miramar","STCP_NSHP","1"
"CP_Miramar","STCP_PINM1","1"
"CP_Miramar","STCP_PLU2","1"
"CP_Miramar","STCP_PLU3","1"
"CP_Miramar","STCP_PRMR2","1"
"CP_Miramar","STCP_PT2","1"
"CP_Miramar","STCP_RBR1","1"
"CP_Miramar","STCP_RBSS2","1"
"CP_Miramar","STCP_RFL2","1"
"CP_Miramar","STCP_RMT1","1"
"CP_Miramar","STCP_RMT2","1"
"CP_Miramar","STCP_SJB1","1"
"CP_Miramar","STCP_SO1","1"
"CP_Miramar","STCP_SO2","1"
"CP_Miramar","STCP_SO3","1"
"CP_Miramar","STCP_SO4","1"
"CP_Miramar","STCP_VAL","1"
"CP_Miramar","STCP_VIS1","1"
"ETG_16610","STCP_PCC1","1"
"ETG_16902","STCP_5OTR2","1"
"ETG_16902","STCP_CART2","1"
"ETG_16902","STCP_CLVR2","1"
"ETG_16902","STCP_CMS1","1"
"ETG_16902","STCP_MEIR","1"
"ETG_16902","STCP_PAL5","1"
"ETG_16902","STCP_PAV1","1"
"ETG_16902","STCP_PAV2","1"
"ETG_16902","STCP_PLNT2","1"
"ETG_16902","STCP_PRFL","1"
"ETG_16902","STCP_PRG1","1"
"ETG_16902","STCP_PRG2","1"
"ETG_16902","STCP_PRG3","1"
"ETG_16902","STCP_PRG4","1"
"ETG_17548","METRO DO PORTO_Campanhã","1"
"ETG_17548","METRO DO PORTO_Póvoa de Varzim","1"
"ETG_17548","METRO DO PORTO_Sete Bicas","1"
"ETG_17548","STCP_C24A4","1"
"ETG_17548","STCP_SHRM4","1"
"ETG_17954","METRO DO PORTO_Campaínha","1"
"ETG_17954","METRO DO PORTO_Casa da Música","1"
"ETG_17954","METRO DO PORTO_Vasco da Gama","1"
"ETG_17954","STCP_AQL1","1"
"ETG_17954","STCP_BCM1","1"
"ETG_17954","STCP_BCM2","1"
"ETG_17954","STCP_BCM3","1"
"ETG_17954","STCP_BLG1","1"
"ETG_17954","STCP_BLG2","1"
"ETG_17954","STCP_BVBR1","1"
"ETG_17954","STCP_BVCM3","1"
"ETG_17954","STCP_BVCT1","1"
"ETG_17954","STCP_BZ2","1"
"ETG_17954","STCP_CHV3","1"
"ETG_17954","STCP_CHV4","1"
"ETG_17954","STCP_CN1","1"
"ETG_17954","STCP_CN2","1"
"ETG_17954","STCP_CQ10","1"
"ETG_17954","STCP_CQ8","1"
"ETG_17954","STCP_CTN1","1"
"ETG_17954","STCP_CTN2","1"
"ETG_17954","STCP_CZV2","1"
"ETG_17954","STCP_CZV3","1"
"ETG_17954","STCP_DIU1","1"
"ETG_17954","STCP_DSQ","1"
"ETG_17954","STCP_DTR","1"
"ETG_17954","STCP_ETRP2","1"
"ETG_17954","STCP_FG1","1"
"ETG_17954","STCP_HMCH2","1"
"ETG_17954","STCP_IFOZ2","1"
"ETG_17954","STCP_MFZ2","1"
"ETG_17954","STCP_PASS1","1"
"ETG_17954","STCP_RF1","1"
"ETG_17954","STCP_RFAR1","1"
"ETG_17954","STCP_SONH","1"
"ETG_17954","STCP_SST1","1"
"ETG_17954","STCP_SST2","1"
"ETG_17954","STCP_TXP1","1"
"ETG_17954","STCP_VFM1","1"
"METRO DO PORTO_Batalha","STCP_ABSS1","1"
"METRO DO PORTO_Batalha","STCP_ABVT2","1"
"METRO DO PORTO_Batalha","STCP_AQL1","1"
"METRO DO PORTO_Batalha","STCP_BCM1","1"
"METRO DO PORTO_Batalha","STCP_BCM2","1"
"METRO DO PORTO_Batalha","STCP_BCM3","1"
"METRO DO PORTO_Batalha","STCP_BRSE2","1"
"METRO DO PORTO_Batalha","STCP_BS1","1"
"METRO DO PORTO_Batalha","STCP_BS4","1"
"METRO DO PORTO_Batalha","STCP_BS5","1"
"METRO DO PORTO_Batalha","STCP_BS7","1"
"METRO DO PORTO_Batalha","STCP_BS8","1"
"METRO DO PORTO_Batalha","STCP_BSEE1","1"
"METRO DO PORTO_Batalha","STCP_BVCT1","1"
"METRO DO PORTO_Batalha","STCP_BVLH3","1"
"METRO DO PORTO_Batalha","STCP_CMO","1"
"METRO DO PORTO_Batalha","STCP_CMP1","1"
"METRO DO PORTO_Batalha","STCP_CMS2","1"
"METRO DO PORTO_Batalha","STCP_CSBV","1"
"METRO DO PORTO_Batalha","STCP_CVI1","1"
"METRO DO PORTO_Batalha","STCP_CVI2","1"
"METRO DO PORTO_Batalha","STCP_EZC1","1"
"METRO DO PORTO_Batalha","STCP_FLU1","1"
"METRO DO PORTO_Batalha","STCP_FTM1","1"
"METRO DO PORTO_Batalha","STCP_FTM2","1"
"METRO DO PORTO_Batalha","STCP_FTM5","1"
"METRO DO PORTO_Batalha","STCP_GRC1","1"
"METRO DO PORTO_Batalha","STCP_IMTT2","1"
"METRO DO PORTO_Batalha","STCP_LRD2","1"
"METRO DO PORTO_Batalha","STCP_MPL7","1"
"METRO DO PORTO_Batalha","STCP_NAT1","1"
"METRO DO PORTO_Batalha","STCP_PPR2","1"
"METRO DO PORTO_Batalha","STCP_PREC1","1"
"METRO DO PORTO_Batalha","STCP_QTL2","1"
"METRO DO PORTO_Batalha","STCP_RAEP4","1"
"METRO DO PORTO_Batalha","STCP_RFAR1","1"
"METRO DO PORTO_Batalha","STCP_RM4","1"
"METRO DO PORTO_Batalha","STCP_SRPT2","1"
"METRO DO PORTO_Batalha","STCP_VIS4","1"
"METRO DO PORTO_Batalha","STCP_VIS5","1"
"METRO DO PORTO_Câmara de Gaia","METRO DO PORTO_Vila do Conde","1"
"METRO DO PORTO_Câmara de Gaia","STCP_ALUM1","1"
"METRO DO PORTO_Câmara de Gaia","STCP_ALUM2","1"
"METRO DO PORTO_Câmara de Gaia","STCP_CART1","1"
"METRO DO PORTO_Câmara de Gaia","STCP_CART2","1"
"METRO DO PORTO_Câmara de Gaia","STCP_CAVE4","1"
"METRO DO PORTO_Câmara de Gaia","STCP_CERR2","1"
"METRO DO PORTO_Câmara de Gaia","STCP_CMS1","1"
"METRO DO PORTO_Câmara de Gaia","STCP_COB3","1"
"METRO DO PORTO_Câmara de Gaia","STCP_FTS1","1"
"METRO DO PORTO_Câmara de Gaia","STCP_GENT4","1"
"METRO DO PORTO_Câmara de Gaia","STCP_LV2","1"
"METRO DO PORTO_Câmara de Gaia","STCP_LVP","1"
"METRO DO PORTO_Câmara de Gaia","STCP_MJP1","1"
"METRO DO PORTO_Câmara de Gaia","STCP_PCID2","1"
"METRO DO PORTO_Câmara de Gaia","STCP_PDR","1"
"METRO DO PORTO_Câmara de Gaia","STCP_PLNT2","1"
"METRO DO PORTO_Câmara de Gaia","STCP_RCH1","1"
"METRO DO PORTO_Câmara de Gaia","STCP_RCH2","1"
"METRO DO PORTO_Câmara de Gaia","STCP_RMOT2","1"
"METRO DO PORTO_Campaínha","METRO DO PORTO_Casa da Música","1"
"METRO DO PORTO_Campaínha","METRO DO PORTO_Vasco da Gama","1"
"METRO DO PORTO_Campaínha","STCP_AQL1","1"
"METRO DO PORTO_Campaínha","STCP_BCM1","1"
"METRO DO PORTO_Campaínha","STCP_BCM2","1"
"METRO DO PORTO_Campaínha","STCP_BCM3","1"
"METRO DO PORTO_Campaínha","STCP_BLG1","1"
"METRO DO PORTO_Campaínha","STCP_BLG2","1"
"METRO DO PORTO_Campaínha","STCP_BVBR1","1"
"METRO DO PORTO_Campaínha","STCP_BVCM3","1"
"METRO DO PORTO_Campaínha","STCP_BVCT1","1"
"METRO DO PORTO_Campaínha","STCP_BZ2","1"
"METRO DO PORTO_Campaínha","STCP_CHV3","1"
"METRO DO PORTO_Campaínha","STCP_CHV4","1"
"METRO DO PORTO_Campaínha","STCP_CN1","1"
"METRO DO PORTO_Campaínha","STCP_CN2","1"
"METRO DO PORTO_Campaínha","STCP_CQ10","1"
"METRO DO PORTO_Campaínha","STCP_CQ8","1"
"METRO DO PORTO_Campaínha","STCP_CTN1","1"
"METRO DO PORTO_Campaínha","STCP_CTN2","1"
"METRO DO PORTO_Campaínha","STCP_CZV2","1"
"METRO DO PORTO_Campaínha","STCP_CZV3","1"
"METRO DO PORTO_Campaínha","STCP_DIU1","1"
"METRO DO PORTO_Campaínha","STCP_DSQ","1"
"METRO DO PORTO_Campaínha","STCP_DTR","1"
"METRO DO PORTO_Campaínha","STCP_ETRP2","1"
"METRO DO PORTO_Campaínha","STCP_FG1","1"
"METRO DO PORTO_Campaínha","STCP_HMCH2","1"
"METRO DO PORTO_Campaínha","STCP_IFOZ2","1"
"METRO DO PORTO_Campaínha","STCP_MFZ2","1"
"METRO DO PORTO_Campaínha","STCP_PASS1","1"
"METRO DO PORTO_Campaínha","STCP_RF1","1"
"METRO DO PORTO_Campaínha","STCP_RFAR1","1"
"METRO DO PORTO_Campaínha","STCP_SONH","1"
"METRO DO PORTO_Campaínha","STCP_SST1","1"
"METRO DO PORTO_Campaínha","STCP_SST2","1"
"METRO DO PORTO_Campaínha","STCP_TXP1","1"
"METRO DO PORTO_Campaínha","STCP_VFM1","1"
"METRO DO PORTO_Campanhã","METRO DO PORTO_Póvoa de Varzim","1"
"METRO DO PORTO_Campanhã","METRO DO PORTO_Sete Bicas","1"
"METRO DO PORTO_Campanhã","STCP_C24A4","1"
"METRO DO PORTO_Campanhã","STCP_SHRM4","1"
"METRO DO PORTO_Campanhã","METRO DO PORTO_Senhora da Hora","1"
"METRO DO PORTO_Casa da Música","STCP_CMPT2","1"
"METRO DO PORTO_Casa da Música","STCP_JM2","1"
"METRO DO PORTO_Casa da Música","STCP_PCL2","1"
"METRO DO PORTO_Casa da Música","STCP_PT2","1"
"METRO DO PORTO_Casa da Música","STCP_STC1","1"
"METRO DO PORTO_Casa da Música","METRO DO PORTO_Vasco da Gama","1"
"METRO DO PORTO_Casa da Música","STCP_AQL1","1"
"METRO DO PORTO_Casa da Música","STCP_BCM1","2"
"METRO DO PORTO_Casa da Música","STCP_BCM2","2"
"METRO DO PORTO_Casa da Música","STCP_BCM3","2"
"METRO DO PORTO_Casa da Música","STCP_BLG1","1"
"METRO DO PORTO_Casa da Música","STCP_BLG2","1"
"METRO DO PORTO_Casa da Música","STCP_BVBR1","1"
"METRO DO PORTO_Casa da Música","STCP_BVCM3","1"
"METRO DO PORTO_Casa da Música","STCP_BVCT1","1"
"METRO DO PORTO_Casa da Música","STCP_BZ2","1"
"METRO DO PORTO_Casa da Música","STCP_CHV3","1"
"METRO DO PORTO_Casa da Música","STCP_CHV4","1"
"METRO DO PORTO_Casa da Música","STCP_CN1","1"
"METRO DO PORTO_Casa da Música","STCP_CN2","1"
"METRO DO PORTO_Casa da Música","STCP_CQ10","1"
"METRO DO PORTO_Casa da Música","STCP_CQ8","1"
"METRO DO PORTO_Casa da Música","STCP_CTN1","1"
"METRO DO PORTO_Casa da Música","STCP_CTN2","1"
"METRO DO PORTO_Casa da Música","STCP_CZV2","1"
"METRO DO PORTO_Casa da Música","STCP_CZV3","1"
"METRO DO PORTO_Casa da Música","STCP_DIU1","1"
"METRO DO PORTO_Casa da Música","STCP_DSQ","1"
"METRO DO PORTO_Casa da Música","STCP_DTR","1"
"METRO DO PORTO_Casa da Música","STCP_ETRP2","1"
"METRO DO PORTO_Casa da Música","STCP_FG1","1"
"METRO DO PORTO_Casa da Música","STCP_HMCH2","1"
"METRO DO PORTO_Casa da Música","STCP_IFOZ2","1"
"METRO DO PORTO_Casa da Música","STCP_MFZ2","1"
"METRO DO PORTO_Casa da Música","STCP_PASS1","1"
"METRO DO PORTO_Casa da Música","STCP_RF1","1"
"METRO DO PORTO_Casa da Música","STCP_RFAR1","1"
"METRO DO PORTO_Casa da Música","STCP_SONH","1"
"METRO DO PORTO_Casa da Música","STCP_SST1","1"
"METRO DO PORTO_Casa da Música","STCP_SST2","1"
"METRO DO PORTO_Casa da Música","STCP_TXP1","1"
"METRO DO PORTO_Casa da Música","STCP_VFM1","1"
"METRO DO PORTO_Casa da Música","METRO DO PORTO_Fórum Maia","1"
"METRO DO PORTO_Casa da Música","STCP_5OTB2","1"
"METRO DO PORTO_Casa da Música","STCP_5OTB3","1"
"METRO DO PORTO_Casa da Música","STCP_BCM5","1"
"METRO DO PORTO_Casa da Música","STCP_CMS1","1"
"METRO DO PORTO_Casa da Música","STCP_CSSM1","1"
"METRO DO PORTO_Casa da Música","STCP_CSSM2","1"
"METRO DO PORTO_Casa da Música","STCP_FOR2","1"
"METRO DO PORTO_Casa da Música","STCP_HSJ4","1"
"METRO DO PORTO_Casa da Música","STCP_LVR1","1"
"METRO DO PORTO_Casa da Música","STCP_LVR2","1"
"METRO DO PORTO_Casa da Música","STCP_PLNT1","1"
"METRO DO PORTO_Casa da Música","STCP_PLNT2","1"
"METRO DO PORTO_Casa da Música","STCP_SMM1","1"
"METRO DO PORTO_Combatentes","STCP_MAV2","1"
"METRO DO PORTO_Combatentes","STCP_PRL8","1"
"METRO DO PORTO_Combatentes","METRO DO PORTO_Modivas Sul","1"
"METRO DO PORTO_Combatentes","STCP_AUS","1"
"METRO DO PORTO_Fonte do Cuco","METRO DO PORTO_Ramalde","1"
"METRO DO PORTO_Fonte do Cuco","METRO DO PORTO_Vasco da Gama","1"
"METRO DO PORTO_Fonte do Cuco","STCP_ABVT1","1"
"METRO DO PORTO_Fonte do Cuco","STCP_BCM1","1"
"METRO DO PORTO_Fonte do Cuco","STCP_BCM5","1"
"METRO DO PORTO_Fonte do Cuco","STCP_RLG3","1"
"METRO DO PORTO_Fonte do Cuco","STCP_RLG4","1"
"METRO DO PORTO_Fonte do Cuco","METRO DO PORTO_Fórum Maia","1"
"METRO DO PORTO_Fonte do Cuco","METRO DO PORTO_ISMAI","1"
"METRO DO PORTO_Fonte do Cuco","METRO DO PORTO_Santa Clara","1"
"METRO DO PORTO_Fonte do Cuco","STCP_ALT1","1"
"METRO DO PORTO_Fonte do Cuco","STCP_DMAN2","1"
"METRO DO PORTO_Fonte do Cuco","STCP_HSJ3","1"
"METRO DO PORTO_Fonte do Cuco","STCP_MANH1","1"
"METRO DO PORTO_Fonte do Cuco","STCP_SBO2","1"
"METRO DO PORTO_Fonte do Cuco","STCP_TLHO1","1"
"METRO DO PORTO_Fórum Maia","STCP_5OTB2","1"
"METRO DO PORTO_Fórum Maia","STCP_5OTB3","1"
"METRO DO PORTO_Fórum Maia","STCP_BCM1","1"
"METRO DO PORTO_Fórum Maia","STCP_BCM2","1"
"METRO DO PORTO_Fórum Maia","STCP_BCM3","1"
"METRO DO PORTO_Fórum Maia","STCP_BCM5","1"
"METRO DO PORTO_Fórum Maia","STCP_CMS1","1"
"METRO DO PORTO_Fórum Maia","STCP_CSSM1","1"
"METRO DO PORTO_Fórum Maia","STCP_CSSM2","1"
"METRO DO PORTO_Fórum Maia","STCP_FOR2","1"
"METRO DO PORTO_Fórum Maia","STCP_HSJ4","1"
"METRO DO PORTO_Fórum Maia","STCP_LVR1","1"
"METRO DO PORTO_Fórum Maia","STCP_LVR2","1"
"METRO DO PORTO_Fórum Maia","STCP_PLNT1","1"
"METRO DO PORTO_Fórum Maia","STCP_PLNT2","1"
"METRO DO PORTO_Fórum Maia","STCP_SMM1","1"
"METRO DO PORTO_Fórum Maia","METRO DO PORTO_ISMAI","1"
"METRO DO PORTO_Fórum Maia","METRO DO PORTO_Santa Clara","1"
"METRO DO PORTO_Fórum Maia","STCP_ALT1","1"
"METRO DO PORTO_Fórum Maia","STCP_DMAN2","1"
"METRO DO PORTO_Fórum Maia","STCP_HSJ3","1"
"METRO DO PORTO_Fórum Maia","STCP_MANH1","1"
"METRO DO PORTO_Fórum Maia","STCP_SBO2","1"
"METRO DO PORTO_Fórum Maia","STCP_TLHO1","1"
"METRO DO PORTO_ISMAI","METRO DO PORTO_Santa Clara","1"
"METRO DO PORTO_ISMAI","STCP_ALT1","1"
"METRO DO PORTO_ISMAI","STCP_DMAN2","1"
"METRO DO PORTO_ISMAI","STCP_HSJ3","1"
"METRO DO PORTO_ISMAI","STCP_MANH1","1"
"METRO DO PORTO_ISMAI","STCP_SBO2","1"
"METRO DO PORTO_ISMAI","STCP_TLHO1","1"
"METRO DO PORTO_Modivas Sul","STCP_AUS","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_AGM1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_AGM2","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_ALPR1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_APRD3","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_BCM1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_BRV2","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_BS1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_BS6","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_BS8","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_BS9","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_BVBR2","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_BVCM3","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_CAVE4","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_CCB1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_CHAS3","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_CMS1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_COB6","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_DISP1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_FCA","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_FTM1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_FTM5","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_FTS2","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_GENT","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_GENT2","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_GENT3","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_GGT3","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_ICDF1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_INFH2","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_JP1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_LGEQ1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_LGM2","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_LV4","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_MAKR3","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_MAKR4","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_MAKR6","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_MPL1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_MPL3","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_MPL7","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_NSHP","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_PINM1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_PLU2","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_PLU3","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_PRMR2","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_PT2","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_RBR1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_RBSS2","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_RFL2","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_RMT1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_RMT2","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_SJB1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_SO1","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_SO2","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_SO3","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_SO4","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_VAL","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_VIS1","1"
"METRO DO PORTO_Póvoa de Varzim","METRO DO PORTO_Sete Bicas","1"
"METRO DO PORTO_Póvoa de Varzim","STCP_C24A4","1"
